freq[MHz],db:Trc1_S21,ang:Trc1_S21,db:Trc2_S31,ang:Trc2_S31,db:Trc3_S41,ang:Trc3_S41,db:Trc4_S11,ang:Trc4_S11,db:Mem5[Trc3]_S41,ang:Mem5[Trc3]_S41
395,-9.640726047395825E+000,-2.997763050718832E+001,-9.166824423339628E+000,7.410627493013726E+001,-9.955691223463129E+000,-1.772687970996295E+002,-3.899321398857014E+000,1.573960613185081E+002,-9.287092491019857E+000,-8.856856742178159E+001
396,-9.667900390633088E+000,-2.972242203542476E+001,-9.165732497038730E+000,7.341662722278916E+001,-9.964203449356379E+000,-1.786473503877593E+002,-3.853309885526923E+000,1.571638767371037E+002,-9.260034534637105E+000,-9.078425998599208E+001
397,-9.726629679399476E+000,-3.023584215254484E+001,-9.185312685086121E+000,7.240078892003631E+001,-9.988006906968794E+000,1.799557107744553E+002,-3.877607479639785E+000,1.567806449250550E+002,-9.352310270013275E+000,-9.256780326712988E+001
398,-9.768526328212122E+000,-2.993461397156436E+001,-9.224202823247843E+000,7.214537460467440E+001,-9.995418089558187E+000,1.787784098891086E+002,-3.881469241396376E+000,1.566031545339468E+002,-9.331666757071568E+000,-9.491713147009956E+001
399,-9.756897764177298E+000,-2.968173709350984E+001,-9.224580181170925E+000,7.131974913758509E+001,-1.004120670071312E+001,1.777665659890140E+002,-3.841717123244177E+000,1.566037750716300E+002,-9.352098015107339E+000,-9.652064752256220E+001
400,-9.761462733542055E+000,-2.957161767778744E+001,-9.182550942110439E+000,7.051702252224911E+001,-9.991647534892936E+000,1.765038811653250E+002,-3.831070742259130E+000,1.565976045870937E+002,-9.327790836119107E+000,-9.875492720715644E+001
401,-9.812173710264021E+000,-2.982836707678072E+001,-9.133451382736604E+000,6.972763883965571E+001,-9.992508849364015E+000,1.751296238870445E+002,-3.836521584779278E+000,1.561488236692826E+002,-9.420658221617522E+000,-1.010157501009674E+002
402,-9.853827260849249E+000,-2.942175175676248E+001,-9.168597632199347E+000,6.900478259020318E+001,-1.003942542111114E+001,1.739036106714167E+002,-3.828439352279704E+000,1.561699451482536E+002,-9.414534913667621E+000,-1.027861292681234E+002
403,-9.892938049844009E+000,-2.935379378442794E+001,-9.206534466341502E+000,6.824353621172543E+001,-1.003308509936836E+001,1.728663424357839E+002,-3.829933446810532E+000,1.559840937823053E+002,-9.391117260535987E+000,-1.045348929348228E+002
404,-9.912962310797646E+000,-2.925645792704836E+001,-9.229101815019915E+000,6.763943976405761E+001,-1.003849580277431E+001,1.716078847379607E+002,-3.806227772860375E+000,1.559198198439565E+002,-9.383732785046126E+000,-1.066188924634374E+002
405,-9.918420675767230E+000,-2.907575148066105E+001,-9.168803442066080E+000,6.694992384634828E+001,-9.998637723332756E+000,1.703971119301684E+002,-3.793184262847901E+000,1.556504739526561E+002,-9.371514275906129E+000,-1.086142048705052E+002
406,-9.887732636999736E+000,-2.883942414569037E+001,-9.177054271324064E+000,6.613887564466870E+001,-1.002996903018485E+001,1.690517503055322E+002,-3.764584262625817E+000,1.554673183170542E+002,-9.427833667193362E+000,-1.107659667454405E+002
407,-9.917735589754301E+000,-2.878238695554172E+001,-9.151489447493455E+000,6.533357320223674E+001,-1.000247978062248E+001,1.676041252521733E+002,-3.747389900432689E+000,1.552875581466468E+002,-9.385230542459166E+000,-1.127697123409435E+002
408,-9.981449597306025E+000,-2.866437792331947E+001,-9.222239022230541E+000,6.489574532587002E+001,-1.004108566467597E+001,1.666390841317896E+002,-3.773443441298281E+000,1.551026111248675E+002,-9.409575902221938E+000,-1.147980535549799E+002
409,-1.001353816305987E+001,-2.854771962125530E+001,-9.219142618695331E+000,6.383809797618112E+001,-1.004370200248301E+001,1.654314095402362E+002,-3.784318511928404E+000,1.550044301472436E+002,-9.459391300936440E+000,-1.166547426869049E+002
410,-9.971491950846827E+000,-2.838360929972699E+001,-9.212104201591986E+000,6.334034252092926E+001,-1.004899946691965E+001,1.642704104705476E+002,-3.776163974027939E+000,1.548320263443941E+002,-9.417184799450647E+000,-1.187335806518744E+002
411,-1.000625483031411E+001,-2.794840474834918E+001,-9.219019120056494E+000,6.273905049290806E+001,-1.004655230552541E+001,1.629243885303347E+002,-3.763772470917667E+000,1.548715789951558E+002,-9.445570805482140E+000,-1.207332740266614E+002
412,-9.998445039215856E+000,-2.822022513252285E+001,-9.215353308621193E+000,6.153768303868419E+001,-1.005583579225491E+001,1.616642735386230E+002,-3.767469481601837E+000,1.544742980434922E+002,-9.465106631543231E+000,-1.229001250466438E+002
413,-1.003206874974352E+001,-2.799369578115118E+001,-9.213216437375273E+000,6.100420142543375E+001,-1.005955770819930E+001,1.604832802905690E+002,-3.775102488731531E+000,1.543471370640792E+002,-9.484336948449331E+000,-1.245459582557101E+002
414,-9.987981860076515E+000,-2.754198171611651E+001,-9.183814761467197E+000,6.006309016606736E+001,-1.004765313068021E+001,1.590260619639974E+002,-3.739913965027306E+000,1.543590116027132E+002,-9.525243516069708E+000,-1.267551798052246E+002
415,-1.004310852031345E+001,-2.790593367664368E+001,-9.199550680770107E+000,5.927769082697253E+001,-1.001762708729313E+001,1.577833031328927E+002,-3.730419962604054E+000,1.538948471155545E+002,-9.476679160946103E+000,-1.288062748664970E+002
416,-1.000170661465596E+001,-2.751101208239478E+001,-9.149855531199453E+000,5.879445301325443E+001,-1.001773277191281E+001,1.567714585813769E+002,-3.751582637491199E+000,1.540488226521447E+002,-9.509091849145856E+000,-1.306079488257763E+002
417,-1.002979543836965E+001,-2.761028699996412E+001,-9.211789710811654E+000,5.789478079313525E+001,-1.004741996918157E+001,1.554428669622338E+002,-3.760192086119360E+000,1.538199001854515E+002,-9.533260945687569E+000,-1.325424973745174E+002
418,-1.003841791896023E+001,-2.753952775413923E+001,-9.200455313076796E+000,5.708760755440500E+001,-9.996007924142992E+000,1.540789109316854E+002,-3.737780103376220E+000,1.535093121688514E+002,-9.503054065897615E+000,-1.346571226861621E+002
419,-1.005187424672508E+001,-2.747699122869750E+001,-9.211766766418494E+000,5.640353348934842E+001,-1.001561638845300E+001,1.529493357502671E+002,-3.764054664810891E+000,1.535656998554066E+002,-9.522288123769222E+000,-1.366302130377425E+002
420,-1.005029579974914E+001,-2.690667239632950E+001,-9.246137372587919E+000,5.608822825121998E+001,-9.998793159132342E+000,1.516775370413311E+002,-3.752879435396107E+000,1.535260161566155E+002,-9.529582050247734E+000,-1.387398615585448E+002
421,-1.007923486106393E+001,-2.677372904260605E+001,-9.210066562306254E+000,5.488551264780176E+001,-9.970081641269943E+000,1.500994489773788E+002,-3.740887415573404E+000,1.532406836628474E+002,-9.503813730089611E+000,-1.408535188919341E+002
422,-1.003887980358566E+001,-2.725606128326001E+001,-9.270786817950210E+000,5.404593338950976E+001,-9.998749666086697E+000,1.491459967800562E+002,-3.737027916489896E+000,1.530731989853193E+002,-9.501883051196092E+000,-1.427378475453579E+002
423,-1.004049302489685E+001,-2.724464048155108E+001,-9.200011435564933E+000,5.303433309474378E+001,-9.966962821112785E+000,1.477187452606509E+002,-3.734377109314342E+000,1.528330098864135E+002,-9.534520812301688E+000,-1.443813755042239E+002
424,-1.004960026980934E+001,-2.667487551052126E+001,-9.184111053270518E+000,5.265664903568234E+001,-9.945123592640639E+000,1.465151627054139E+002,-3.739699041681295E+000,1.529782072299264E+002,-9.543352605595151E+000,-1.466552365655342E+002
425,-1.003532666271536E+001,-2.653051891092633E+001,-9.211686238863820E+000,5.243760479916228E+001,-9.970166704977080E+000,1.452297070252116E+002,-3.747650466970459E+000,1.527350371953745E+002,-9.543378931631541E+000,-1.489664026414802E+002
426,-1.000241640891790E+001,-2.649827684667769E+001,-9.200855884482134E+000,5.117400338768615E+001,-9.945405313751017E+000,1.436719541857165E+002,-3.712280125687697E+000,1.527378442235710E+002,-9.543176236905000E+000,-1.509498675652916E+002
427,-1.004789380137634E+001,-2.649393194080050E+001,-9.217188773586747E+000,5.038651437752861E+001,-9.937011907486019E+000,1.426873129795858E+002,-3.722726335723610E+000,1.525435753731509E+002,-9.530358474489624E+000,-1.523265111050733E+002
428,-1.002559216164443E+001,-2.652039745691812E+001,-9.283241313716365E+000,4.988407683487027E+001,-9.946712352348838E+000,1.414148046424268E+002,-3.750749904061404E+000,1.522595917252021E+002,-9.549926870396764E+000,-1.547070618096520E+002
429,-1.004906057357576E+001,-2.633315651591653E+001,-9.228737705238695E+000,4.931876478573416E+001,-9.936292986861364E+000,1.403927453916863E+002,-3.736316062684981E+000,1.525510520823834E+002,-9.573205174563864E+000,-1.563155540260952E+002
430,-1.002824885256821E+001,-2.657759351072989E+001,-9.261411521782419E+000,4.848929436233567E+001,-9.955562085876508E+000,1.389085749900697E+002,-3.752107721182058E+000,1.521765542641124E+002,-9.575741026867664E+000,-1.586611015752353E+002
431,-1.002928170130486E+001,-2.645446821639020E+001,-9.278888222298527E+000,4.752489576892332E+001,-9.906204892879467E+000,1.374227326396473E+002,-3.721751986134434E+000,1.520323097286374E+002,-9.548862185478491E+000,-1.607602455700413E+002
432,-9.978941602568096E+000,-2.634073759236421E+001,-9.245105916500547E+000,4.665138293428247E+001,-9.882553693499654E+000,1.360304565471986E+002,-3.733533530239265E+000,1.519023669468593E+002,-9.556856290399555E+000,-1.628173713541713E+002
433,-1.000764919871934E+001,-2.640992539810335E+001,-9.283153593980316E+000,4.579591814423478E+001,-9.923430005365479E+000,1.345813935616069E+002,-3.770481097978965E+000,1.517950126462278E+002,-9.583378086770342E+000,-1.646690609690945E+002
434,-1.001533313597130E+001,-2.611890839973384E+001,-9.285506734166333E+000,4.550879670006871E+001,-9.898479841975565E+000,1.336395196441594E+002,-3.737720676301092E+000,1.519126793999518E+002,-9.589292071573198E+000,-1.666439507454993E+002
435,-1.002251879632235E+001,-2.666669407310479E+001,-9.323785279787225E+000,4.429502470912183E+001,-9.907548923096009E+000,1.320223761975636E+002,-3.750366223819180E+000,1.514886718615248E+002,-9.598201336211968E+000,-1.689003193863203E+002
436,-1.001416548267230E+001,-2.637111318538821E+001,-9.283643647467908E+000,4.395479035488794E+001,-9.894470558053884E+000,1.310707442006531E+002,-3.747742652472423E+000,1.516545978317320E+002,-9.597670086616846E+000,-1.707074587587124E+002
437,-1.004170999350864E+001,-2.637632315916769E+001,-9.300450106633546E+000,4.290119637881181E+001,-9.881661874991353E+000,1.292601203626703E+002,-3.777994985792157E+000,1.515323127789001E+002,-9.573775248822408E+000,-1.730057668044987E+002
438,-1.003600842438967E+001,-2.631858680082806E+001,-9.295279117307759E+000,4.244679798929261E+001,-9.852473527695985E+000,1.281278977967063E+002,-3.768929506678430E+000,1.513072210742758E+002,-9.577908300372902E+000,-1.749733883373475E+002
439,-9.978482779282265E+000,-2.604356635651081E+001,-9.316480564932650E+000,4.191904121148544E+001,-9.833684951320901E+000,1.269155574526725E+002,-3.739090614897758E+000,1.513989626019584E+002,-9.569370328648288E+000,-1.769117371349373E+002
440,-9.999582498581422E+000,-2.628477586915622E+001,-9.348222383181085E+000,4.096562949794752E+001,-9.866749325723344E+000,1.254668166895274E+002,-3.733030076754142E+000,1.512071274916448E+002,-9.607939153994488E+000,-1.790092284670910E+002
441,-1.002637668001885E+001,-2.658598124257725E+001,-9.340780234564903E+000,4.002961366232589E+001,-9.873609512129180E+000,1.243071505731094E+002,-3.753154058548147E+000,1.511373168310204E+002,-9.644933044415970E+000,1.793153540092688E+002
442,-1.004126577235665E+001,-2.611863471739943E+001,-9.337360344923301E+000,3.977851476020529E+001,-9.792722166090135E+000,1.230077769583581E+002,-3.723582299125699E+000,1.511179442427697E+002,-9.593512932929164E+000,1.771226733388823E+002
443,-1.000644177945009E+001,-2.612479278068921E+001,-9.338184963796566E+000,3.890869565271181E+001,-9.826014783791004E+000,1.214154926156822E+002,-3.745082107819389E+000,1.510257113387848E+002,-9.645067881643954E+000,1.751084065991885E+002
444,-1.002052348976557E+001,-2.655138475620899E+001,-9.343322553399313E+000,3.819092175126464E+001,-9.861805561461031E+000,1.201821592139650E+002,-3.753905819607216E+000,1.510627804998880E+002,-9.651236343406549E+000,1.730873065140853E+002
445,-1.001721131274350E+001,-2.626525326580968E+001,-9.400832584567926E+000,3.764041847673872E+001,-9.841357576254966E+000,1.190342295554665E+002,-3.745424562321959E+000,1.509843322190576E+002,-9.658021585754630E+000,1.710905746295312E+002
446,-1.004847710987081E+001,-2.614964883171183E+001,-9.366132232636291E+000,3.684120694229029E+001,-9.759152703465642E+000,1.174047947462654E+002,-3.733574367085381E+000,1.508242603478970E+002,-9.608951441436476E+000,1.689359748289859E+002
447,-1.003984047375554E+001,-2.620185908655294E+001,-9.378031503266202E+000,3.611106095001507E+001,-9.763838852276145E+000,1.161331241317561E+002,-3.716509789189894E+000,1.507613967278233E+002,-9.614226473052506E+000,1.669253756243200E+002
448,-1.008397014266473E+001,-2.633745524785752E+001,-9.445781457591052E+000,3.540698207211311E+001,-9.788705870396257E+000,1.148254784597333E+002,-3.719632356240434E+000,1.504270382543696E+002,-9.645502643387085E+000,1.646975774547493E+002
449,-1.007869513421821E+001,-2.640310269720895E+001,-9.424838706050368E+000,3.469306188630239E+001,-9.790272883511127E+000,1.135193693113651E+002,-3.712108813617518E+000,1.504772191766514E+002,-9.658219527885652E+000,1.629329415736582E+002
450,-1.005872853404246E+001,-2.637703977549188E+001,-9.382070521138001E+000,3.390821317430874E+001,-9.730862186686736E+000,1.120394359824566E+002,-3.721482352576590E+000,1.504292584472635E+002,-9.628132404558620E+000,1.609501343076548E+002
451,-1.006598635817429E+001,-2.614226253709804E+001,-9.452370216366463E+000,3.329595965459945E+001,-9.753477920956158E+000,1.106247677194338E+002,-3.709061170489927E+000,1.503913732246531E+002,-9.657526710166584E+000,1.587763241064166E+002
452,-1.007394080436243E+001,-2.635750388754839E+001,-9.428847686431915E+000,3.263229901192955E+001,-9.771849182334842E+000,1.094551460222885E+002,-3.719514283076198E+000,1.501613618194338E+002,-9.697003947402362E+000,1.569614231497347E+002
453,-1.010903134848901E+001,-2.620253439419826E+001,-9.422752234821893E+000,3.202237306051755E+001,-9.726587212903514E+000,1.079484812332843E+002,-3.703033293817598E+000,1.502249835007502E+002,-9.666736688432247E+000,1.548529003611731E+002
454,-1.013232669677065E+001,-2.620054325272830E+001,-9.468432428029864E+000,3.136597986099990E+001,-9.745469420667952E+000,1.066977452239381E+002,-3.706155020870702E+000,1.501198527817800E+002,-9.685943171503121E+000,1.527132751322680E+002
455,-1.013582658066118E+001,-2.661525705104732E+001,-9.461573610971874E+000,3.040735736876773E+001,-9.748609136198516E+000,1.052125216820128E+002,-3.694369977907813E+000,1.497966007456946E+002,-9.704413977163620E+000,1.505188278570806E+002
456,-1.013673414519641E+001,-2.606755552711751E+001,-9.442479960154971E+000,2.982380539063663E+001,-9.726891093840003E+000,1.039088304130811E+002,-3.704052905731678E+000,1.498638454200196E+002,-9.750165049263744E+000,1.488122633793802E+002
457,-1.016702248991208E+001,-2.653268692693544E+001,-9.478599372855172E+000,2.924031715004490E+001,-9.742765088803589E+000,1.024503707024759E+002,-3.675119697633857E+000,1.498143247883595E+002,-9.708578615826889E+000,1.465068402053943E+002
458,-1.016253988433911E+001,-2.642417544865808E+001,-9.483400601385370E+000,2.854802814462332E+001,-9.738547552815001E+000,1.009955329549284E+002,-3.663703722286223E+000,1.496669036347241E+002,-9.726227477801912E+000,1.444998400019871E+002
459,-1.018915180232124E+001,-2.592367096186014E+001,-9.539394406777275E+000,2.782521575411172E+001,-9.705247200238507E+000,9.982651553247931E+001,-3.670937172070040E+000,1.494888258350733E+002,-9.722555966496531E+000,1.424954023114541E+002
460,-1.017987681981175E+001,-2.621843571931393E+001,-9.487661890627290E+000,2.705142342048270E+001,-9.712064034224147E+000,9.809806250972343E+001,-3.677865668449887E+000,1.494353637083469E+002,-9.741962088010567E+000,1.403969901193571E+002
461,-1.016216715179942E+001,-2.596485860116952E+001,-9.482041064392355E+000,2.661846011670006E+001,-9.694365278954214E+000,9.693845828421210E+001,-3.643575517240574E+000,1.493422791914436E+002,-9.785495083850774E+000,1.383711717242035E+002
462,-1.017241185045285E+001,-2.623802598892677E+001,-9.479893071248290E+000,2.600132778521588E+001,-9.719363658393995E+000,9.533423809960073E+001,-3.646839007122583E+000,1.492285353162243E+002,-9.780888649901950E+000,1.362689083488676E+002
463,-1.021347457685841E+001,-2.609273424112807E+001,-9.511239078509821E+000,2.524465227095964E+001,-9.757933581364224E+000,9.407488732657767E+001,-3.668176721921264E+000,1.490679566131810E+002,-9.838212162355594E+000,1.343648047617102E+002
464,-1.021248038280575E+001,-2.578894617855816E+001,-9.513096666135336E+000,2.463801799517581E+001,-9.696066201049733E+000,9.280817348052348E+001,-3.642269674476373E+000,1.488967727718718E+002,-9.804096508247806E+000,1.323529513666477E+002
465,-1.023161630823942E+001,-2.576987947866803E+001,-9.527960726129003E+000,2.380160512403128E+001,-9.689365784045469E+000,9.133919167509818E+001,-3.633322747768258E+000,1.487471331494112E+002,-9.794706884347882E+000,1.302568953205440E+002
466,-1.023127081244687E+001,-2.557310670245776E+001,-9.512300740288227E+000,2.330130707895463E+001,-9.682420616088091E+000,8.990052852260712E+001,-3.626941049773965E+000,1.486423731445448E+002,-9.821632532291677E+000,1.281215608874588E+002
467,-1.028350340086122E+001,-2.574522304149816E+001,-9.564847004934837E+000,2.264114449057583E+001,-9.698948517590287E+000,8.868551289944024E+001,-3.620889515111105E+000,1.486233745235663E+002,-9.805171886752778E+000,1.262947948711747E+002
468,-1.030824880600966E+001,-2.535082129557317E+001,-9.553255667290442E+000,2.200845915307678E+001,-9.713263601179659E+000,8.739164246284605E+001,-3.605283756374222E+000,1.483631801763068E+002,-9.847499731594525E+000,1.241402733453390E+002
469,-1.029510728364082E+001,-2.549381882487947E+001,-9.531749367016193E+000,2.132253751111059E+001,-9.665343933940322E+000,8.599046762434136E+001,-3.609272801832259E+000,1.483628794138705E+002,-9.852914083880531E+000,1.223271036989794E+002
470,-1.033936986798671E+001,-2.534246883418846E+001,-9.558274926326540E+000,2.074081060492680E+001,-9.687889421500563E+000,8.463364913354370E+001,-3.607542596977582E+000,1.482212656328869E+002,-9.855873294207239E+000,1.202287455524461E+002
471,-1.030828234543202E+001,-2.527768077889954E+001,-9.532703833742248E+000,1.992849557708795E+001,-9.677910818345955E+000,8.300628127587510E+001,-3.580022978029629E+000,1.479422390249520E+002,-9.862723628508483E+000,1.180494836284412E+002
472,-1.036816287005438E+001,-2.541041089220006E+001,-9.540015794685644E+000,1.925107710898190E+001,-9.679680368628592E+000,8.152651976355573E+001,-3.568997652511950E+000,1.478201721263465E+002,-9.861539379184045E+000,1.159209828734431E+002
473,-1.035049727798001E+001,-2.483744294820480E+001,-9.542180378189569E+000,1.863893658853214E+001,-9.675735232881353E+000,8.031404430586703E+001,-3.590565307457376E+000,1.476644471242780E+002,-9.905621191280538E+000,1.140734603525737E+002
474,-1.042281262354487E+001,-2.487160583723860E+001,-9.573326980082195E+000,1.823652299473853E+001,-9.696908508525979E+000,7.890109349102386E+001,-3.605535496288772E+000,1.476777311671124E+002,-9.895426493332559E+000,1.119295520460402E+002
475,-1.037646630981504E+001,-2.480007020776931E+001,-9.572942840070937E+000,1.757239797382709E+001,-9.648948147882789E+000,7.736983011111973E+001,-3.600002133149064E+000,1.473978917311016E+002,-9.891287087078704E+000,1.099941012280872E+002
476,-1.042329799663502E+001,-2.453574321716424E+001,-9.591724524706040E+000,1.691540426306743E+001,-9.719032316984693E+000,7.621125226203994E+001,-3.597971766108185E+000,1.473962798586147E+002,-9.932321459677489E+000,1.080546985583627E+002
477,-1.039533880509376E+001,-2.437964826343843E+001,-9.550485049123275E+000,1.616791704972766E+001,-9.672223683873504E+000,7.489667137248908E+001,-3.584294679722665E+000,1.471535000461942E+002,-9.930113450991751E+000,1.063057809603623E+002
478,-1.038991937262694E+001,-2.432924445192127E+001,-9.542813956213745E+000,1.543624136449250E+001,-9.674543153548891E+000,7.332522041053741E+001,-3.578736381173187E+000,1.469491296652822E+002,-9.954018250500878E+000,1.041305704502182E+002
479,-1.037899790695257E+001,-2.404852304526349E+001,-9.557346864052535E+000,1.469813602707399E+001,-9.648321210971385E+000,7.208312924729580E+001,-3.570978718640637E+000,1.466818183296313E+002,-9.961229085377916E+000,1.022378892881948E+002
480,-1.042827966147543E+001,-2.383378361166474E+001,-9.567344163757872E+000,1.421512220455770E+001,-9.665474318617161E+000,7.055745856204092E+001,-3.574261518035906E+000,1.466766286860076E+002,-9.935636902159386E+000,1.000330884402993E+002
481,-1.043484122808464E+001,-2.372446104573746E+001,-9.529524225233889E+000,1.349397076538060E+001,-9.654156896672442E+000,6.906344094028040E+001,-3.584064598389156E+000,1.465148324176855E+002,-9.960197741718233E+000,9.799171307469651E+001
482,-1.042826681167794E+001,-2.348806776846479E+001,-9.576545408497726E+000,1.295555205792168E+001,-9.669065606966441E+000,6.795232529373719E+001,-3.581107812323419E+000,1.462566901446146E+002,-9.981821864777905E+000,9.607693593166343E+001
483,-1.042216809185992E+001,-2.338894336693131E+001,-9.558896660136870E+000,1.206414764249517E+001,-9.663558191323567E+000,6.625897149924896E+001,-3.588084380919906E+000,1.461754321850680E+002,-9.976457287034892E+000,9.406673555330904E+001
484,-1.040560387966617E+001,-2.332564109980177E+001,-9.582491161759293E+000,1.152401840872684E+001,-9.679964005919191E+000,6.494255005110684E+001,-3.558651911742065E+000,1.459671148944698E+002,-9.976053625613771E+000,9.199088842395405E+001
485,-1.043581168816511E+001,-2.293435427994748E+001,-9.524609581086665E+000,1.100741431436030E+001,-9.641563981988467E+000,6.393855055256216E+001,-3.563961629651657E+000,1.458765014131167E+002,-9.967611617418170E+000,9.027667787828153E+001
486,-1.039953871024113E+001,-2.284283220398563E+001,-9.541459646648331E+000,1.022874434904283E+001,-9.645405739672706E+000,6.230035680042423E+001,-3.584874041704812E+000,1.458101840940763E+002,-9.985942535346991E+000,8.821317053264949E+001
487,-1.043326967129188E+001,-2.262264265570394E+001,-9.545244528102460E+000,9.768481669105460E+000,-9.683323599625211E+000,6.090140196645645E+001,-3.576079035853526E+000,1.455185134927807E+002,-1.001793954959724E+001,8.603629176958674E+001
488,-1.040186995463058E+001,-2.255092253310573E+001,-9.519277710832421E+000,9.095231965225036E+000,-9.658235086170821E+000,5.958677369361759E+001,-3.583601915501712E+000,1.453734936238085E+002,-1.002431373389331E+001,8.413974497159038E+001
489,-1.038619455335454E+001,-2.231809981366883E+001,-9.525145076321124E+000,8.168599085520521E+000,-9.634877193973130E+000,5.820770079219878E+001,-3.557761591447864E+000,1.450953602876087E+002,-9.996697085164042E+000,8.221743200467597E+001
490,-1.035320444544884E+001,-2.196773113625094E+001,-9.491604404397789E+000,7.749453283735138E+000,-9.622178448981360E+000,5.676060698044399E+001,-3.592116726163743E+000,1.451886310559877E+002,-1.001479170177677E+001,8.015609780669428E+001
491,-1.038200721365820E+001,-2.175942167005679E+001,-9.532264172317033E+000,7.012503015494471E+000,-9.660578119875206E+000,5.560945067793317E+001,-3.596312857949913E+000,1.448910856962309E+002,-1.004393010582868E+001,7.831921933944045E+001
492,-1.035305179410918E+001,-2.145265545270831E+001,-9.520723400952928E+000,6.243980619669109E+000,-9.664343388290712E+000,5.414397592348743E+001,-3.592727300764316E+000,1.446297501706192E+002,-1.006019482083649E+001,7.617982146702275E+001
493,-1.038627746925930E+001,-2.149390663753548E+001,-9.467525713383077E+000,5.661267501352821E+000,-9.620382849697803E+000,5.256324557156537E+001,-3.615817398467604E+000,1.445691618225048E+002,-1.003102503362238E+001,7.411162694855079E+001
494,-1.034242336553984E+001,-2.124124634620256E+001,-9.480174778110420E+000,4.881212614519765E+000,-9.661170395894780E+000,5.156920011410920E+001,-3.609377689217460E+000,1.444292598277969E+002,-1.008586215442497E+001,7.251363220622635E+001
495,-1.033593081009104E+001,-2.109112636621641E+001,-9.474311336198451E+000,3.983524871104810E+000,-9.648942954186703E+000,4.968715022363365E+001,-3.602939280414072E+000,1.441679204863915E+002,-1.004626301703295E+001,6.993360673712161E+001
496,-1.028946384135544E+001,-2.111102932063657E+001,-9.425704413184551E+000,3.418666993476146E+000,-9.662222068204560E+000,4.858839230586712E+001,-3.602531490305225E+000,1.439676600872036E+002,-1.008303089910289E+001,6.831886438518565E+001
497,-1.027514851628372E+001,-2.080066853579401E+001,-9.439542759255879E+000,2.830469397056755E+000,-9.650922440651364E+000,4.692084684442728E+001,-3.605924601842469E+000,1.438674775680138E+002,-1.007720493891038E+001,6.598664589470235E+001
498,-1.029828021548355E+001,-2.060510190701750E+001,-9.486988172568097E+000,2.083424002461977E+000,-9.662048664937601E+000,4.578571265764460E+001,-3.617113983357647E+000,1.435590227937024E+002,-1.007953366559839E+001,6.413196228656487E+001
499,-1.022237013594160E+001,-2.051482832811965E+001,-9.417898945403710E+000,1.497242664522721E+000,-9.627346313137821E+000,4.445139198489167E+001,-3.592600596751468E+000,1.436852468116846E+002,-1.006512749299226E+001,6.227184821281668E+001
500,-1.023801477024333E+001,-2.023715519024361E+001,-9.434712265063084E+000,9.063805772790908E-001,-9.644460917396515E+000,4.297901460951013E+001,-3.618159032528558E+000,1.435200935471946E+002,-1.007552786487368E+001,6.017870377153074E+001
501,-1.020779448053798E+001,-2.011122475797465E+001,-9.449736159353394E+000,1.110869264533534E-002,-9.647325988706051E+000,4.160373235334717E+001,-3.644370735335218E+000,1.431614640331591E+002,-1.009005370435862E+001,5.820591011034637E+001
502,-1.019302044851117E+001,-2.010938166824322E+001,-9.432242690654238E+000,-3.439854742686101E-001,-9.674363691660330E+000,4.009878960339375E+001,-3.661700621728831E+000,1.429100899830829E+002,-1.011799664420017E+001,5.599974101201694E+001
503,-1.014585804432784E+001,-1.996983962325625E+001,-9.390292651708990E+000,-1.246392211943681E+000,-9.647305467731414E+000,3.892667917731279E+001,-3.655252012427615E+000,1.428376376144771E+002,-1.009870232733625E+001,5.418844164755969E+001
504,-1.013986593795165E+001,-2.012537993622443E+001,-9.378872120072060E+000,-1.769665888258354E+000,-9.645448067047420E+000,3.737485454420063E+001,-3.665744119813777E+000,1.426851652607165E+002,-1.009950169598328E+001,5.213771558769182E+001
505,-1.013623003695466E+001,-1.976626365312455E+001,-9.359194918248559E+000,-2.772802859195285E+000,-9.688793623696851E+000,3.605874060381208E+001,-3.693094994748193E+000,1.423810078242176E+002,-1.015169380867910E+001,5.013052405015482E+001
506,-1.006996168161512E+001,-1.963981245712203E+001,-9.388747874674557E+000,-3.402122815874522E+000,-9.613553597039031E+000,3.483551102085103E+001,-3.704333717027312E+000,1.424756753992794E+002,-1.008890199179308E+001,4.831697789849660E+001
507,-1.008745072384982E+001,-1.964082658269293E+001,-9.363101267859806E+000,-4.226928529226388E+000,-9.681420652539060E+000,3.328559736896208E+001,-3.690673729640825E+000,1.422512043680040E+002,-1.013984575415406E+001,4.622295550072015E+001
508,-9.994163954718285E+000,-1.960391460425835E+001,-9.343584735605461E+000,-4.961552034732901E+000,-9.631545142781953E+000,3.205961551680262E+001,-3.720507050662726E+000,1.420072894718231E+002,-1.013229305564918E+001,4.432059388989621E+001
509,-1.006386589884397E+001,-1.921275952891377E+001,-9.360349198029752E+000,-5.568390784126337E+000,-9.733462454825759E+000,3.028953965375320E+001,-3.732006341646382E+000,1.418760174099505E+002,-1.019632893434717E+001,4.191355679797654E+001
510,-9.959371743299545E+000,-1.927779869276965E+001,-9.353498314428519E+000,-6.303274996318464E+000,-9.676689482890781E+000,2.914437499548553E+001,-3.766060423384466E+000,1.416847897442642E+002,-1.016399504145375E+001,4.018502211752480E+001
511,-9.976429710347938E+000,-1.913731189485288E+001,-9.298401416375535E+000,-6.988589290207728E+000,-9.679427612008318E+000,2.787338846431049E+001,-3.735489225608384E+000,1.416446686593334E+002,-1.015611111334225E+001,3.826252081479733E+001
